,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1275145,Consistent and elastic registration of histological sections using vector-spline regularization,2006,Ignacio Arganda-Carreras and Carlos OS Sorzano and Roberto Marabini and José María Carazo and Carlos Ortiz-de-Solorzano and Jan Kybic,,,,85-95,Springer. Berlin. Heidelberg,,True,02VpQlGwa_kC:u5HHmVD_uO8C,285,,2032846152273746634,/scholar?cites=2032846152273746634,,,,0,0,0
1275146,Crowdsourcing the creation of image segmentation algorithms for connectomics,2015,Ignacio Arganda-Carreras and Srinivas C Turaga and Daniel R Berger and Dan Cireşan and Alessandro Giusti and Luca M Gambardella and Jürgen Schmidhuber and Dmitry Laptev and Sarvesh Dwivedi and Joachim M Buhmann and Ting Liu and Mojtaba Seyedhosseini and Tolga Tasdizen and Lee Kamentsky and Radim Burget and Vaclav Uher and Xiao Tan and Changming Sun and Tuan D Pham and Erhan Bas and Mustafa G Uzunbas and Albert Cardona and Johannes Schindelin and H Sebastian Seung,9,Frontiers in neuroanatomy,,142,Frontiers,,True,02VpQlGwa_kC:QYdC8u9Cj1oC,233,,4792660200369442560,/scholar?cites=4792660200369442560,,,,0,0,0
1275147,Mapping social behavior-induced brain activation at cellular resolution in the mouse,2015,Yongsoo Kim and Kannan Umadevi Venkataraju and Kith Pradhan and Carolin Mende and Julian Taranda and Srinivas C Turaga and Ignacio Arganda-Carreras and Lydia Ng and Michael J Hawrylycz and Kathleen S Rockland and H Sebastian Seung and Pavel Osten,10,Cell reports,2,292-305,Cell Press,,True,02VpQlGwa_kC:mlAyqtXpCwEC,196,,2224597042073039362,/scholar?cites=2224597042073039362,,,,0,0,0
1275148,Vision-Based Fall Detection with Convolutional Neural Networks,2017,Adrián Núñez-Marcos and Gorka Azkune and Ignacio Arganda-Carreras,2017,Wireless Communications and Mobile Computing,,1-16,Hindawi,,True,02VpQlGwa_kC:OR75R8vi5nAC,99,,5558242029124962857,/scholar?cites=5558242029124962857,,,,0,0,0
1275149,Automated Talairach atlas labels for functional brain mapping,2000,Jack L Lancaster and Marty G Woldorff and Lawrence M Parsons and Mario Liotti and Catarina S Freitas and Lacy Rainey and Peter V Kochunov and Dan Nickerson and Shawn A Mikiten and Peter T Fox,10,Human brain mapping,3,120-131,John Wiley & Sons. Inc.,,True,vw6L30cAAAAJ:u-x6o8ySG0sC,3390,,17876278685521075065,/scholar?cites=17876278685521075065,,,,0,0,0
1275150,Reciprocal limbic-cortical function and negative mood: converging PET findings in depression and normal sadness,1999,Helen S Mayberg and Mario Liotti and Stephen K Brannan and Scott McGinnis and Roderick K Mahurin and Paul A Jerabek and J Arturo Silva and Janet L Tekell and Charles C Martin and Jack L Lancaster and Peter T Fox,156,American journal of psychiatry,5,675-682,American Psychiatric Publishing,,True,vw6L30cAAAAJ:u5HHmVD_uO8C,2839,,5091245052261691491,/scholar?cites=5091245052261691491,,,,0,0,0
1275151,A probabilistic atlas and reference system for the human brain: International Consortium for Brain Mapping (ICBM),2001,John Mazziotta and Arthur Toga and Alan Evans and Peter Fox and Jack Lancaster and Karl Zilles and Roger Woods and Tomas Paus and Gregory Simpson and Bruce Pike and Colin Holmes and Louis Collins and Paul Thompson and David MacDonald and Marco Iacoboni and Thorsten Schormann and Katrin Amunts and Nicola Palomero-Gallagher and Stefan Geyer and Larry Parsons and Katherine Narr and Noor Kabani and Georges Le Goualher and Dorret Boomsma and Tyrone Cannon and Ryuta Kawashima and Bernard Mazoyer,356,,1412,1293-1322,The Royal Society,,True,vw6L30cAAAAJ:9yKSN-GCB0IC,2045,,2173156003630766729,/scholar?cites=2173156003630766729,,,,0,0,0
1275152,A probabilistic atlas of the human brain: theory and rationale for its development,1995,John C Mazziotta and Arthur W Toga and Alan Evans and Peter Fox and Jack Lancaster,2,,2,89-101,,,True,vw6L30cAAAAJ:d1gkVwhDpl0C,1593,,7381776438513149996,/scholar?cites=7381776438513149996,,,,0,0,0
1275153,Bias between MNI and Talairach coordinates analyzed using the ICBM‐152 brain template,2007,Jack L Lancaster and Diana Tordesillas‐Gutiérrez and Michael Martinez and Felipe Salinas and Alan Evans and Karl Zilles and John C Mazziotta and Peter T Fox,28,Human brain mapping,11,1194-1205,Wiley Subscription Services. Inc.. A Wiley Company,,True,vw6L30cAAAAJ:UeHWp8X0CEIC,1152,,9101749144882556432,/scholar?cites=9101749144882556432,,,,0,0,0
1275154,Use of implicit motor imagery for visual shape discrimination as revealed by PET,1995,Lawrence M Parsons and Peter T Fox and J Hunter Downs and Thomas Glass and Traci B Hirsch and Charles C Martin and Paul A Jerabek and Jack L Lancaster,375,Nature,6526,54-58,Nature Publishing Group,,True,vw6L30cAAAAJ:2osOgNQ5qMEC,847,,2790121501003951937,/scholar?cites=2790121501003951937,,,,0,0,0
1275155,ALE meta‐analysis: Controlling the false discovery rate and performing statistical contrasts,2005,Angela R Laird and P Mickle Fox and Cathy J Price and David C Glahn and Angela M Uecker and Jack L Lancaster and Peter E Turkeltaub and Peter Kochunov and Peter T Fox,25,Human brain mapping,1,155-164,Wiley Subscription Services. Inc.. A Wiley Company,,True,vw6L30cAAAAJ:zYLM7Y9cAGgC,770,,17267432297613311356,/scholar?cites=17267432297613311356,,,,0,0,0
1275156,Automated labeling of the human brain: A preliminary report on the development and evaluation of a forward‐transform method,1997,JL Lancaster and LH Rainey and JL Summerlin and CS Freitas and PT Fox and AC Evans and AW Toga and JC Mazziotta,5,Human brain mapping,4,238-242,John Wiley & Sons. Inc.,,True,vw6L30cAAAAJ:Tyk-4Ss8FVUC,738,,9508064073893960734,/scholar?cites=9508064073893960734,,,,0,0,0
1275157,A PET study of the neural systems of stuttering,1996,Peter T Fox and Roger J Ingham and Janis C Ingham and Traci B Hirsch and J Hunter Downs and Charles Martin and Paul Jerabek and Thomas Glass and Jack L Lancaster,382,Nature,6587,158-162,Nature Publishing Group,,True,vw6L30cAAAAJ:qjMakFHDy7sC,636,,8286946719673899096,/scholar?cites=8286946719673899096,,,,0,0,0
1275158,Meta-analysis of gray matter anomalies in schizophrenia: application of anatomic likelihood estimation and network analysis,2008,David C Glahn and Angela R Laird and Ian Ellison-Wright and Sarah M Thelen and Jennifer L Robinson and Jack L Lancaster and Edward Bullmore and Peter T Fox,64,Biological psychiatry,9,774-781,Elsevier,,True,vw6L30cAAAAJ:WF5omc3nYNoC,617,,31397185471298096,/scholar?cites=31397185471298096,,,,0,0,0
1275159,Identification of common variants associated with human hippocampal and intracranial volumes,2012,Jason L Stein and Sarah E Medland and Alejandro Arias Vasquez and Derrek P Hibar and Rudy E Senstad and Anderson M Winkler and Roberto Toro and Katja Appel and Richard Bartecek and Ørjan Bergmann and Manon Bernard and Andrew A Brown and Dara M Cannon and M Mallar Chakravarty and Andrea Christoforou and Martin Domin and Oliver Grimm and Marisa Hollinshead and Avram J Holmes and Georg Homuth and Jouke-Jan Hottenga and Camilla Langan and Lorna M Lopez and Narelle K Hansell and Kristy S Hwang and Sungeun Kim and Gonzalo Laje and Phil H Lee and Xinmin Liu and Eva Loth and Anbarasu Lourdusamy and Morten Mattingsdal and Sebastian Mohnke and Susana Muñoz Maniega and Kwangsik Nho and Allison C Nugent and Carol O'brien and Martina Papmeyer and Benno Pütz and Adaikalavan Ramasamy and Jerod Rasmussen and Mark Rijpkema and Shannon L Risacher and J Cooper Roddey and Emma J Rose and Mina Ryten and Li Shen and Emma Sprooten and Eric Strengman and Alexander Teumer and Daniah Trabzuni and Jessica Turner and Kristel Van Eijk and Theo GM Van Erp and Marie-Jose van Tol and Katharina Wittfeld and Christiane Wolf and Saskia Woudstra and Andre Aleman and Saud Alhusaini and Laura Almasy and Elisabeth B Binder and David G Brohawn and Rita M Cantor and Melanie A Carless and Aiden Corvin and Michael Czisch and Joanne E Curran and Gail Davies and Marcio AA De Almeida and Norman Delanty and Chantal Depondt and Ravi Duggirala and Thomas D Dyer and Susanne Erk and Jesen Fagerness and Peter T Fox and Nelson B Freimer and Michael Gill and Harald HH Göring and Donald J Hagler and David Hoehn and Florian Holsboer and Martine Hoogman and Norbert Hosten and Neda Jahanshad and Matthew P Johnson and Dalia Kasperaviciute and Jack W Kent and Peter Kochunov and Jack L Lancaster and Stephen M Lawrie and David C Liewald and René Mandl and Mar Matarin and Manuel Mattheisen and Eva Meisenzahl and Ingrid Melle and Eric K Moses and Thomas W Mühleisen and Matthias Nauck and Markus M Nöthen and Rene L Olvera and Massimo Pandolfo and G Bruce Pike and Ralf Puls and Ivar Reinvang and Miguel E Rentería and Marcella Rietschel and Joshua L Roffman and Natalie A Royle and Dan Rujescu and Jonathan Savitz and Hugo G Schnack and Knut Schnell and Nina Seiferth and Colin Smith and Vidar M Steen and Maria C Valdés Hernández and Martijn Van den Heuvel and Nic J Van Der Wee and Neeltje EM Van Haren and Joris A Veltman and Henry Völzke and Robert Walker and Lars T Westlye and Christopher D Whelan and Ingrid Agartz and Dorret I Boomsma and Gianpiero L Cavalleri and Anders M Dale and Srdjan Djurovic and Wayne C Drevets and Peter Hagoort and Jeremy Hall and Andreas Heinz and Clifford R Jack and Tatiana M Foroud and Stephanie Le Hellard and Fabio Macciardi and Grant W Montgomery and Jean Baptiste Poline and David J Porteous and Sanjay M Sisodiya and John M Starr and Jessika Sussmann and Arthur W Toga and Dick J Veltman and Henrik Walter and Michael W Weiner,44,Nature genetics,5,552-561,Nature Publishing Group,,True,vw6L30cAAAAJ:yD5IFk8b50cC,593,,11500742584022636474,/scholar?cites=11500742584022636474,,,,0,0,0
1275160,Applications of Lie groups to differential equations,2000,Peter J Olver,107,,,,Springer Science & Business Media,,True,m640mbkAAAAJ:u5HHmVD_uO8C,12277,,10508773302824731979,/scholar?cites=10508773302824731979,,,,0,0,0
1275161,Equivalence. invariants and symmetry,1995,Peter J Olver,,,,,Cambridge University Press,,True,m640mbkAAAAJ:u-x6o8ySG0sC,1525,,8950751411326787054,/scholar?cites=8950751411326787054,,,,0,0,0
1275162,Gradient flows and geometric active contour models,1995,Satyanad Kichenassamy and Arun Kumar and Peter Olver and Allen Tannenbaum and Anthony Yezzi,,,,810-815,IEEE,,True,m640mbkAAAAJ:d1gkVwhDpl0C,926,,10983902267672845015,/scholar?cites=10983902267672845015,,,,0,0,0
1275163,A geometric snake model for segmentation of medical imagery,1997,Anthony Yezzi and Satyanad Kichenassamy and Arun Kumar and Peter Olver and Allen Tannenbaum,16,IEEE Transactions on medical imaging,2,199-209,IEEE,,True,m640mbkAAAAJ:9yKSN-GCB0IC,858,,892790392560112182,/scholar?cites=892790392560112182,,,,0,0,0
1275164,Classical invariant theory,1999,Peter J Olver and Peter John Olver,,,44,,Cambridge University Press,,True,m640mbkAAAAJ:qjMakFHDy7sC,739,,11507062160899341466,/scholar?cites=11507062160899341466,,,,0,0,0
1275165,Geometry-driven diffusion in computer vision,2013,Bart M Haar Romeny,1,,,,Springer Science & Business Media,,True,m640mbkAAAAJ:uDGL6kOW6j0C,664,,12107063883799971839,/scholar?cites=12107063883799971839,,,,0,0,0
1275166,Evolution equations possessing infinitely many symmetries,1977,Peter J Olver,18,Journal of Mathematical Physics,6,1212-1215,American Institute of Physics,,True,m640mbkAAAAJ:UeHWp8X0CEIC,624,,11527741043349958868,/scholar?cites=11527741043349958868,,,,0,0,0
1275167,Tri-Hamiltonian duality between solitons and solitary-wave solutions having compact support,1996,Peter J Olver and Philip Rosenau,53,Physical Review E,2,1900,American Physical Society,,True,m640mbkAAAAJ:W7OEmFMy1HYC,613,,12697701993668167158,/scholar?cites=12697701993668167158,,,,0,0,0
1275168,Conformal curvature flows: from phase transitions to active vision,1996,Satyanad Kichenassamy and Arun Kumar and Peter Olver and Allen Tannenbaum and Anthony Yezzi,134,Archive for Rational Mechanics and Analysis,3,275-301,Springer-Verlag,,True,m640mbkAAAAJ:2osOgNQ5qMEC,572,,2693918965355062317,/scholar?cites=2693918965355062317,,,,0,0,0
1275169,Well-posedness and blow-up solutions for an integrable nonlinearly dispersive model wave equation,2000,Yi A Li and Peter J Olver,162,Journal of Differential Equations,1,27-63,Academic Press,,True,m640mbkAAAAJ:Y0pCki6q_DkC,539,,2844054786067583398,/scholar?cites=2844054786067583398,,,,0,0,0
1275170,Group theoretic methods in bifurcation theory,2006,David H Sattinger,762,,,,Springer,,True,m640mbkAAAAJ:IjCSPb-OGe4C,525,,11213664267477678041,/scholar?cites=11213664267477678041,,,,0,0,0
1275171,Digital image restoration,1997,Mark R Banham and Aggelos K Katsaggelos,14,,2,24-41,IEEE,,True,aucB85kAAAAJ:u5HHmVD_uO8C,1361,,1923141118675772916,/scholar?cites=1923141118675772916,,,,0,0,0
1275172,Hybrid image segmentation using watersheds and fast region merging,1998,Kostas Haris and Serafim N Efstratiadis and Nikolaos Maglaveras and Aggelos K Katsaggelos,7,IEEE Transactions on image processing,12,1684-1699,IEEE,,True,aucB85kAAAAJ:u-x6o8ySG0sC,1079,,15567074249670928338,/scholar?cites=15567074249670928338,,,,0,0,0
1275173,Error resilient video coding techniques,2000,Yao Wang and Stephan Wenger and Jiantao Wen and Aggelos K Katsaggelos,17,IEEE Signal Processing Magazine,4,61-82,IEEE,,True,aucB85kAAAAJ:d1gkVwhDpl0C,709,,805821360220119465,/scholar?cites=805821360220119465,,,,0,0,0
1275174,Digital image restoration,1991,Aggelos Konstantinos Katsaggelos,,,,,Springer-Verlag,,True,aucB85kAAAAJ:9yKSN-GCB0IC,688,,965238122304357972,/scholar?cites=965238122304357972,,,,0,0,0
1275175,Bayesian compressive sensing using Laplace priors,2009,S Derin Babacan and Rafael Molina and Aggelos K Katsaggelos,19,IEEE Transactions on image processing,1,53-63,IEEE,,True,aucB85kAAAAJ:dhFuZR0502QC,686,,12449638710167087390,/scholar?cites=12449638710167087390,,,,0,0,0
1275176,Methods for choosing the regularization parameter and estimating the noise variance in image restoration and their...,1992,Nikolaos P Galatsanos SAAAS Aggelos Katsaggelos,1,IEEE Transactions on image processing,3,,,,True,aucB85kAAAAJ:UeHWp8X0CEIC,669,,16838024786137896689,/scholar?cites=16838024786137896689,,,,0,0,0
1275177,Regularized reconstruction to reduce blocking artifacts of block discrete cosine transform compressed images,1993,Yongyi Yang and Nikolas P Galatsanos and Aggelos K Katsaggelos,3,IEEE transactions on circuits and systems for video technology,6,421-432,IEEE,,True,aucB85kAAAAJ:2osOgNQ5qMEC,588,,15402695469973792923,/scholar?cites=15402695469973792923,,,,0,0,0
1275178,Iterative identification and restoration of images,1990,Reginald L Lagendijk and Jan Biemond,118,,,,Springer Science & Business Media,,True,aucB85kAAAAJ:qjMakFHDy7sC,558,,16213741488811084541,/scholar?cites=16213741488811084541,,,,0,0,0
1275179,Projection-based spatially adaptive reconstruction of block-transform compressed images,1995,Yongyi Yang and Nikolas P Galatsanos and Aggelos K Katsaggelos,4,IEEE Transactions on Image Processing,7,896-908,IEEE,,True,aucB85kAAAAJ:IjCSPb-OGe4C,471,,7276118337232173163,/scholar?cites=7276118337232173163,,,,0,0,0
1275180,A regularized iterative image restoration algorithm,1991,Aggelos K Katsaggelos and Jan Biemond and Ronald W Schafer and Russell M Mersereau,39,IEEE Transactions on Signal Processing,4,914-929,,,True,aucB85kAAAAJ:zYLM7Y9cAGgC,432,,2961184739687329055,/scholar?cites=2961184739687329055,,,,0,0,0
1275181,Iterative image restoration algorithms,1989,Aggelos K Katsaggelos,28,Optical engineering,7,287735,International Society for Optics and Photonics,,True,aucB85kAAAAJ:ZfRJV9d4-WMC,426,,12554366019807327729,/scholar?cites=12554366019807327729,,,,0,0,0
1275182,Image super-resolution via sparse representation,2010,Jianchao Yang and John Wright and Thomas S Huang and Yi Ma,19,IEEE transactions on image processing,11,2861-2873,IEEE,,True,HWFvq_wAAAAJ:u-x6o8ySG0sC,4886,,2778014145405889223,/scholar?cites=2778014145405889223,,,,0,0,0
1275183,Locality-constrained linear coding for image classification,2010,Jinjun Wang and Jianchao Yang and Kai Yu and Fengjun Lv and Thomas Huang and Yihong Gong,,,,3360-3367,IEEE,,True,HWFvq_wAAAAJ:d1gkVwhDpl0C,3769,,12022641376811194255,/scholar?cites=12022641376811194255,,,,0,0,0
1275184,Linear spatial pyramid matching using sparse coding for image classification,2009,Jianchao Yang and Kai Yu and Yihong Gong and Thomas Huang,,,,1794-1801,IEEE,,True,HWFvq_wAAAAJ:u5HHmVD_uO8C,3705,,12120686043328243937,/scholar?cites=12120686043328243937,,,,0,0,0
1275185,Image super-resolution as sparse representation of raw image patches,2008,Jianchao Yang and John Wright and Thomas Huang and Yi Ma,,,,1-8,IEEE,,True,HWFvq_wAAAAJ:9KA24rIvBfYC,1759,,4105375799718029742,/scholar?cites=4105375799718029742,,,,0,0,0
1275186,Coupled dictionary training for image super-resolution,2012,Jianchao Yang and Zhaowen Wang and Zhe Lin and Scott Cohen and Thomas Huang,21,IEEE transactions on image processing,8,3467-3478,IEEE,,True,HWFvq_wAAAAJ:Wp0gIr-vW9MC,812,,15665778861203051805,/scholar?cites=15665778861203051805,,,,0,0,0
1275187,Learning With L1 graph for image analysis,2010,Bin Cheng and Jianchao Yang and Shuicheng Yan and Yun Fu and Thomas S Huang,19,IEEE Transactions on Image Processing,4,,,,True,HWFvq_wAAAAJ:qjMakFHDy7sC,660,,13798190792016773032,/scholar?cites=13798190792016773032,,,,0,0,0
1275188,Deep networks for image super-resolution with sparse prior,2015,Zhaowen Wang and Ding Liu and Jianchao Yang and Wei Han and Thomas Huang,,,,370-378,,,True,HWFvq_wAAAAJ:kSSkS8QScF4C,631,,16776231602849831052,/scholar?cites=16776231602849831052,,,,0,0,0
1275189,A large-scale car dataset for fine-grained categorization and verification,2015,Linjie Yang and Ping Luo and Chen Change Loy and Xiaoou Tang,,,,3973-3981,,,True,HWFvq_wAAAAJ:BJGR3zY4TA0C,578,,15493017649905778902,/scholar?cites=15493017649905778902,,,,0,0,0
1275190,Slimmable neural networks,2018,Jiahui Yu and Linjie Yang and Ning Xu and Jianchao Yang and Thomas Huang,,arXiv preprint arXiv:1812.08928,,,,,True,HWFvq_wAAAAJ:GM5CYgh5B8oC,571,,15212173000600372424,/scholar?cites=15212173000600372424,,,,0,0,0
1275191,Investigating haze-relevant features in a learning framework for image dehazing,2014,Ketan Tang and Jianchao Yang and Jue Wang,,,,2995-3000,,,True,HWFvq_wAAAAJ:SKl4fm6oIc0C,439,,14018928653959333366,/scholar?cites=14018928653959333366,,,,0,0,0
1275192,Supervised translation-invariant sparse coding,2010,Jianchao Yang and Kai Yu and Thomas Huang,,,,3517-3524,IEEE,,True,HWFvq_wAAAAJ:2osOgNQ5qMEC,407,,14557711357601940419,/scholar?cites=14557711357601940419,,,,0,0,0
1275193,Fiji: an open-source platform for biological-image analysis,2012,Johannes Schindelin and Ignacio Arganda-Carreras and Erwin Frise and Verena Kaynig and Mark Longair and Tobias Pietzsch and Stephan Preibisch and Curtis Rueden and Stephan Saalfeld and Benjamin Schmid and Jean-Yves Tinevez and Daniel James White and Volker Hartenstein and Kevin Eliceiri and Pavel Tomancak and Albert Cardona,9,Nature methods,7,676-682,Nature Publishing Group,,True,GkJjTLIAAAAJ:u5HHmVD_uO8C,27934,,17249863664147333646,/scholar?cites=17249863664147333646,,,,0,0,0
1275194,BoneJ: Free and extensible bone image analysis in ImageJ,2010,Michael Doube and Michał M Kłosowski and Ignacio Arganda-Carreras and Fabrice P Cordelières and Robert P Dougherty and Jonathan S Jackson and Benjamin Schmid and John R Hutchinson and Sandra J Shefelbine,47,Bone,6,1076-1079,Elsevier,,True,GkJjTLIAAAAJ:u-x6o8ySG0sC,1728,,16814410598979768336,/scholar?cites=16814410598979768336,,,,0,0,0
1275195,A high-level 3D visualization API for Java and ImageJ,2010,Benjamin Schmid and Johannes Schindelin and Albert Cardona and Mark Longair and Martin Heisenberg,11,BMC bioinformatics,1,1-7,BioMed Central,,True,GkJjTLIAAAAJ:9yKSN-GCB0IC,421,,5464881898236181205,/scholar?cites=5464881898236181205,,,,0,0,0
1275196,An integrated micro-and macroarchitectural analysis of the Drosophila brain by computer-assisted serial section electron microscopy,2010,Albert Cardona and Stephan Saalfeld and Stephan Preibisch and Benjamin Schmid and Anchi Cheng and Jim Pulokas and Pavel Tomancak and Volker Hartenstein,8,PLoS Biol,10,e1000502,Public Library of Science,,True,GkJjTLIAAAAJ:d1gkVwhDpl0C,337,,8541273644452113574,/scholar?cites=8541273644452113574,,,,0,0,0
1275197,Rapid 3D light-sheet microscopy with a tunable lens,2013,Florian O Fahrbach and Fabian F Voigt and Benjamin Schmid and Fritjof Helmchen and Jan Huisken,21,Optics express,18,21010-21026,Optical Society of America,,True,GkJjTLIAAAAJ:qjMakFHDy7sC,284,,15707386330450067369,/scholar?cites=15707386330450067369,,,,0,0,0
1275198,A new ImageJ plug-in “ActogramJ” for chronobiological analyses,2011,Benjamin Schmid and Charlotte Helfrich-Förster and Taishi Yoshii,26,Journal of Biological Rhythms,5,464-467,SAGE Publications,,True,GkJjTLIAAAAJ:2osOgNQ5qMEC,226,,17442437273302671486,/scholar?cites=17442437273302671486,,,,0,0,0
1275199,High-resolution reconstruction of the beating zebrafish heart,2014,Michaela Mickoleit and Benjamin Schmid and Michael Weber and Florian O Fahrbach and Sonja Hombach and Sven Reischauer and Jan Huisken,11,nature methods,9,919-922,Nature Publishing Group,,True,GkJjTLIAAAAJ:Tyk-4Ss8FVUC,180,,4565296739743178560,/scholar?cites=4565296739743178560,,,,0,0,0
1275200,High-speed panoramic light-sheet microscopy reveals global endodermal cell dynamics,2013,Benjamin Schmid and Gopi Shah and Nico Scherf and Michael Weber and Konstantin Thierbach and Citlali Pérez Campos and Ingo Roeder and Pia Aanstad and Jan Huisken,4,Nature communications,1,1-10,Nature Publishing Group,,True,GkJjTLIAAAAJ:IjCSPb-OGe4C,153,,8335044515961850377,/scholar?cites=8335044515961850377,,,,0,0,0
1275201,Hyperspectral light sheet microscopy,2015,Wiebke Jahr and Benjamin Schmid and Christopher Schmied and Florian O Fahrbach and Jan Huisken,6,Nature communications,1,1-7,Nature Publishing Group,,True,GkJjTLIAAAAJ:Se3iqnhoufwC,78,,18173916534172589405,/scholar?cites=18173916534172589405,,,,0,0,0
1275202,Optical tomography complements light sheet microscopy for in toto imaging of zebrafish development,2015,Andrea Bassi and Benjamin Schmid and Jan Huisken,142,Development,5,1016-1020,The Company of Biologists Limited,,True,GkJjTLIAAAAJ:YsMSGLbcyi4C,64,,3153596570408992470,/scholar?cites=3153596570408992470,,,,0,0,0
1275203,Cellular site and molecular mode of synapsin action in associative learning,2011,Birgit Michels and Yi-chun Chen and Timo Saumweber and Dushyant Mishra and Hiromu Tanimoto and Benjamin Schmid and Olivia Engmann and Bertram Gerber,18,Learning & Memory,5,332-344,Cold Spring Harbor Lab,,True,GkJjTLIAAAAJ:UeHWp8X0CEIC,50,,14376257452571884889,/scholar?cites=14376257452571884889,,,,0,0,0
1275204,Geodesic active contours,1997,Vicent Caselles and Ron Kimmel and Guillermo Sapiro,22,International journal of computer vision,1,61-79,Kluwer Academic Publishers,,True,yV7LaW8AAAAJ:35r97b3x0nAC,6924,,16588039257373352051,/scholar?cites=16588039257373352051,,,,0,0,0
1275205,Geodesic active contours,1997,Vicent Caselles and Ron Kimmel and Guillermo Sapiro,22,International journal of computer vision,1,61-79,Kluwer Academic Publishers,,True,yV7LaW8AAAAJ:_5tno0g5mFcC,6870,,16588039257373352051,/scholar?cites=16588039257373352051,,,,0,0,0
1275206,Geodesic active contours,1995,Vicent Caselles and Ron Kimmel and Guillermo Sapiro,,,,694-699,IEEE,,True,yV7LaW8AAAAJ:PicmXY_cuE0C,1258,,15151792794368328178,/scholar?cites=15151792794368328178,,,,0,0,0
1275207,Computing geodesic paths on manifolds,1998,Ron Kimmel and James A Sethian,95,Proceedings of the national academy of Sciences,15,8431-8435,National Academy of Sciences,,True,yV7LaW8AAAAJ:u-x6o8ySG0sC,1178,,4244823142432263449,/scholar?cites=4244823142432263449,,,,0,0,0
1275208,Global minimum for active contour models: A minimal path approach,1997,Laurent D Cohen and Ron Kimmel,24,International journal of computer vision,1,57-78,Kluwer Academic Publishers,,True,yV7LaW8AAAAJ:d1gkVwhDpl0C,872,,16326187670367584706,/scholar?cites=16326187670367584706,,,,0,0,0
1275209,Numerical geometry of non-rigid shapes,2008,Alexander M Bronstein and Michael M Bronstein and Ron Kimmel,,,,,Springer Science & Business Media,,True,yV7LaW8AAAAJ:0EnyYjriUFMC,761,,9841011011099514174,/scholar?cites=9841011011099514174,,,,0,0,0
1275210,A variational framework for retinex,2003,Ron Kimmel and Michael Elad and Doron Shaked and Renato Keshet and Irwin Sobel,52,International Journal of computer vision,1,7-23,Kluwer Academic Publishers,,True,yV7LaW8AAAAJ:WF5omc3nYNoC,755,,13713371362345881129,/scholar?cites=13713371362345881129,,,,0,0,0
1275211,Three-dimensional face recognition,2005,Alexander M Bronstein and Michael M Bronstein and Ron Kimmel,64,International Journal of Computer Vision,1,5-30,Kluwer Academic Publishers,,True,yV7LaW8AAAAJ:D03iK_w7-QYC,726,,4306620226847995781,/scholar?cites=4306620226847995781,,,,0,0,0
1275212,A general framework for low level vision,1998,Nir Sochen and Ron Kimmel and Ravi Malladi,7,IEEE transactions on image processing,3,310-318,IEEE,,True,yV7LaW8AAAAJ:9yKSN-GCB0IC,696,,12489892552389586347,/scholar?cites=12489892552389586347,,,,0,0,0
1275213,Demosaicing: image reconstruction from color CCD samples,1999,Ron Kimmel,8,IEEE Transactions on image processing,9,1221-1228,IEEE,,True,yV7LaW8AAAAJ:2osOgNQ5qMEC,680,,889700484047014268,/scholar?cites=889700484047014268,,,,0,0,0
1275214,Generalized multidimensional scaling: a framework for isometry-invariant partial surface matching,2006,Alexander M Bronstein and Michael M Bronstein and Ron Kimmel,103,Proceedings of the National Academy of Sciences,5,1168-1172,National Academy of Sciences,,True,yV7LaW8AAAAJ:ufrVoPGSRksC,629,,16507051633941798237,/scholar?cites=16507051633941798237,,,,0,0,0
1275215,Region filling and object removal by exemplar-based image inpainting,2004,Antonio Criminisi and Patrick Pérez and Kentaro Toyama,13,IEEE Trans. on Image Processing,9,1200-1212,IEEE,,True,8Cph5uQAAAAJ:u-x6o8ySG0sC,3495,,8585202187215895541,/scholar?cites=8585202187215895541,,,,0,0,0
1275216,Poisson image editing,2003,Patrick Pérez and Michel Gangnet and Andrew Blake,,,,313-318,,,True,8Cph5uQAAAAJ:d1gkVwhDpl0C,2875,,7038222778464379047,/scholar?cites=7038222778464379047,,,,0,0,0
